Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	SuccessRateVal	OriSuccessRateVal	FinalDist	MaxFinalDist	MinFinalDist	FinalOriDist	MaxFinalOriDist	MinFinalOriDist	FinalOriScaledDist	MaxFinalOriScaledDist	MinFinalOriScaledDist	FinalScore	MaxFinalScore	MinFinalScore
65	210.1099	40.088852	302.03503	106.433044	50.0	70.83909	47.040474	169.98143	-8.948662	1485000	-2.9802323e-09	419.1425	0.001921153	-33.58081	0.5265201	0.016543563	0.24813335	6.0	6456.664133787155	0.39777777	0.11333334	0.07593138	0.16047673	0.0030231585	1.604556	3.1393092	0.0036434706	0.510746	0.9992732	0.0011597527	0.11996338	0.30517986	0.016449437
66	209.40898	41.32787	306.30594	114.4335	50.0	70.47718	47.11193	171.35263	-7.8743167	1507500	2.9802323e-09	421.76172	-0.02431486	-42.87231	0.5253361	0.012159592	0.16226667	79.0	6559.271234035492	0.36	0.10666667	0.076146014	0.16136634	0.00090140494	1.6043777	3.1362617	0.015899507	0.5106893	0.99830306	0.0050609703	0.11870819	0.2640513	0.005821279
67	210.7518	41.79167	308.03632	124.87061	50.0	71.20468	47.81585	172.69177	-8.102546	1530000	-1.4901161e-08	433.2871	-0.022634825	-49.618538	0.51912546	0.011927972	0.14848888	79.0	6658.75709939003	0.42222223	0.13333334	0.07511965	0.16016163	0.0031397922	1.5669292	3.141134	0.0070517184	0.49876904	0.999854	0.0022446318	0.116410464	0.2716553	0.0054161865
68	210.1128	38.70155	304.28366	118.20731	50.0	69.84018	47.730843	174.03218	-8.315952	1552500	-1.1920929e-08	421.51385	-0.023263652	-45.763756	0.5153655	0.011878257	0.1468	79.0	6757.068388938904	0.39555556	0.10888889	0.073707804	0.1602449	0.001526605	1.5823545	3.1308346	0.012181787	0.50367916	0.99657553	0.0038775832	0.11974346	0.49390414	0.0045764563
69	205.01892	38.73215	295.5746	116.07074	50.0	68.37356	47.074257	175.19267	-9.682406	1575000	1.4901161e-09	420.9583	-0.02353005	-38.05813	0.5090146	0.011426176	0.14755556	79.0	6863.3070249557495	0.38444445	0.075555556	0.07161348	0.16583133	0.0060769552	1.7417974	3.1388135	0.03573991	0.5544313	0.99911535	0.011376367	0.11395182	0.3270504	0.008759141
70	211.72482	40.687416	307.38586	110.99916	50.0	69.93618	47.22808	176.01149	-7.4892597	1597500	7.450581e-09	450.01163	-0.024302421	-48.757965	0.5062005	0.010957894	0.15448889	79.0	6959.5435910224915	0.44	0.12	0.07241085	0.1603809	0.0023120996	1.6137053	3.1362522	0.0063001174	0.5136584	0.9983	0.0020053897	0.11690484	0.34240857	0.008619062
71	209.911	39.688335	300.83063	105.0194	50.0	69.975815	47.50206	177.22444	-8.828457	1620000	-1.6391278e-08	442.24335	-0.023592014	-39.03646	0.49876174	0.010617798	0.1576	79.0	7055.334824323654	0.40666667	0.08888889	0.07124656	0.15982592	0.0028469737	1.696651	3.138098	0.018720383	0.54006076	0.99888766	0.0059588826	0.11536538	0.30787537	0.009523145
72	213.16208	40.931686	300.7199	115.97859	50.0	70.68037	48.138103	178.34166	-12.364435	1642500	0.0	462.4166	-0.0047765644	-48.95649	0.48974553	0.016338926	0.2506222	22.0	7155.531286716461	0.46888888	0.09777778	0.06867032	0.18320855	0.0032432918	1.5856031	3.1412354	0.035909113	0.5047131	0.9998863	0.011430225	0.11214109	0.5030806	0.0052348594
73	212.83183	40.2824	308.68863	117.50192	50.0	70.14138	48.09619	179.56758	-13.482936	1665000	-1.4901161e-09	422.9077	-0.022921685	-35.44941	0.48606387	0.010129395	0.1528889	79.0	7257.471957206726	0.44	0.09111111	0.06955758	0.16064984	0.00018286899	1.6755933	3.1349387	0.0055797333	0.53335786	0.99788195	0.0017760843	0.1171937	0.44527423	0.005418873
74	214.01111	40.091084	315.52972	122.77329	50.0	71.3805	49.159298	180.81754	-12.320454	1687500	-4.4703485e-09	455.17975	-0.024443077	-36.254997	0.48019952	0.011013237	0.148	79.0	7360.305717229843	0.40444446	0.11777778	0.071359076	0.15912037	0.00266476	1.5818217	3.1413295	0.012304963	0.50350946	0.9999162	0.003916791	0.11826455	0.4149026	0.0044741533
75	211.84383	39.36509	311.5091	119.2267	50.0	69.004906	48.78665	181.92445	-15.72282	1710000	-1.4901161e-08	404.69882	-0.02423317	-43.985073	0.47182378	0.011798268	0.162	79.0	7457.403495550156	0.4377778	0.075555556	0.06838789	0.16131397	0.00075173384	1.6531323	3.1414955	0.021118263	0.5262084	0.99996907	0.006722152	0.11160141	0.393413	0.008607267
76	211.52858	39.353584	308.3514	118.45491	50.0	70.67507	49.43991	183.02992	-15.332889	1732500	-4.4703485e-09	426.89316	-0.022635546	-52.127434	0.46580735	0.010890914	0.14382222	79.0	7557.175724506378	0.40222222	0.11333334	0.07008584	0.16494286	0.0015049777	1.6814476	3.1394603	0.020818204	0.5352214	0.9993212	0.0066266404	0.11511063	0.50333923	0.0056553953
77	214.71724	40.3114	314.1731	119.05763	50.0	69.13245	48.578827	184.11958	-14.057112	1755000	6.7055224e-09	477.6126	-0.02388758	-53.265587	0.4597186	0.010575267	0.15493333	79.0	7654.018488883972	0.46666667	0.1	0.065729946	0.16149089	0.00429342	1.5986228	3.127423	0.016751325	0.5088575	0.9954897	0.005332113	0.1079608	0.3102438	0.008496568
78	215.88567	37.936146	320.20743	118.3851	50.0	72.651596	49.283802	185.3604	-11.815069	1777500	2.1606684e-08	432.1993	-0.023814803	-36.911934	0.45299548	0.010245056	0.14968888	79.0	7752.364787578583	0.47777778	0.086666666	0.06077302	0.160138	0.003450308	1.6927316	3.1313217	0.045634817	0.53881323	0.9967306	0.014526013	0.10132769	0.27767155	0.0118595455
79	217.66068	39.681732	305.21445	115.996124	50.0	71.34892	48.867096	186.27153	-10.884416	1800000	-7.4505807e-10	437.70245	-0.023509674	-49.554775	0.448069	0.011164007	0.15439999	79.0	7849.349044799805	0.4888889	0.1	0.061055977	0.16107437	0.0032362766	1.6429739	3.136167	0.011279301	0.52297485	0.99827296	0.003590313	0.10246987	0.30551565	0.0057135406
80	216.65524	40.07847	304.4303	131.55922	50.0	73.03177	50.191193	187.56152	-16.193033	1822500	-8.940697e-09	403.8732	-0.023513077	-39.541527	0.44522983	0.010950299	0.1535111	79.0	7950.294074058533	0.4911111	0.10222222	0.06146647	0.15992129	0.00046875715	1.6468092	3.1398385	0.0020757779	0.5241956	0.9994416	0.0006607406	0.10496226	0.34038532	0.0009933601
81	216.75809	40.357857	316.77332	108.9579	50.0	71.87683	49.25834	188.73656	-23.27668	1845000	1.3411045e-08	438.52728	-0.022633506	-52.622505	0.43848234	0.009841812	0.1488889	79.0	8048.973380804062	0.4511111	0.08	0.061134953	0.15989332	0.0047134464	1.6630534	3.1323476	0.0062480927	0.5293663	0.9970572	0.0019888298	0.10492177	0.3196561	0.010889936
82	221.80696	37.162594	310.3729	119.9104	50.0	73.1338	50.741432	189.66792	-19.562254	1867500	2.9802323e-09	434.45148	-0.02246481	-56.729076	0.4328534	0.011837957	0.14893334	79.0	8146.488277673721	0.52444446	0.11111111	0.05896865	0.1615034	0.0023863984	1.5910414	3.1257322	0.033906184	0.5064442	0.9949514	0.010792674	0.098628975	0.37340164	0.0048330403
83	219.10834	38.739986	305.18396	123.51364	50.0	72.78273	49.4572	190.72624	-14.590486	1890000	2.682209e-08	438.63788	-0.023758644	-57.551117	0.42789465	0.013334995	0.1636	79.0	8242.201802253723	0.5377778	0.09777778	0.060514573	0.15941411	0.0015031534	1.6346734	3.1405215	0.0101386625	0.5203327	0.99965906	0.0032272364	0.10166046	0.28338197	0.0063381647
84	217.91165	39.787212	313.05692	119.926155	50.0	74.60705	50.235943	191.90805	-16.10293	1912500	-9.685754e-09	452.96063	-0.0004696739	-46.124825	0.42314845	0.01739043	0.23564443	6.0	8345.278580904007	0.5133333	0.09777778	0.062295884	0.16407834	0.0014715213	1.5907246	3.136575	0.02028254	0.5063433	0.9984029	0.0064561334	0.104229204	0.40495	0.0050709904
85	217.69775	38.461887	308.07605	116.99899	50.0	71.92438	49.02663	192.99406	-25.429379	1935000	-2.9802323e-09	439.68402	-0.00095971936	-53.148987	0.4220446	0.015150989	0.24417777	10.0	8443.461609125137	0.4977778	0.086666666	0.0589723	0.15961698	0.004417998	1.6140759	3.1358373	0.02192348	0.5137763	0.998168	0.006978461	0.10290571	0.44420025	0.0070433505
86	221.9958	39.428036	318.04843	115.97756	50.0	72.98006	49.721397	194.11742	-20.006683	1957500	-1.2665987e-08	473.55948	-0.023380825	-54.70526	0.41920274	0.010916681	0.15155555	79.0	8540.758642435074	0.5511111	0.11111111	0.053648952	0.15756576	0.00015491383	1.5846457	3.1357849	0.011441628	0.5044084	0.9981513	0.0036419835	0.09239312	0.2684883	0.004267569
87	222.64558	40.606438	315.4067	125.09854	50.0	75.550964	50.556263	195.17592	-13.161902	1980000	1.5646219e-08	458.64487	-0.023070056	-57.881226	0.41389924	0.011132407	0.14164445	79.0	8638.39431810379	0.5644444	0.11777778	0.057015814	0.1603691	0.0027787234	1.6275179	3.1411123	0.02600546	0.5180551	0.9998471	0.008277794	0.09703345	0.3042743	0.009638631
88	217.7665	40.110386	312.75507	107.81847	50.0	72.57928	49.0963	196.2487	-8.612335	2002500	-1.4901161e-09	411.15414	-0.023665663	-39.880337	0.40937367	0.011762634	0.15715554	79.0	8735.390197753906	0.5311111	0.086666666	0.05632905	0.16107456	0.0030266177	1.6723996	3.1297684	0.026803065	0.53234136	0.9962362	0.00853168	0.09609185	0.26505837	0.014200466
89	221.37962	38.7169	314.55933	109.257996	50.0	73.07526	50.824596	197.13739	-15.877628	2025000	-2.2351742e-08	413.83344	-0.023998048	-38.406258	0.40157443	0.010883344	0.15177777	79.0	8842.701752185822	0.5288889	0.1	0.05567308	0.16111557	0.0035024642	1.6520205	3.1398175	0.030843575	0.5258544	0.99943495	0.009817814	0.094741374	0.40778548	0.008592382
90	221.50441	40.45286	320.2685	121.37173	50.0	73.775154	50.295467	197.76907	-10.124376	2047500	1.6391278e-08	408.6068	-0.023095924	-37.16221	0.39407182	0.012931099	0.15906666	79.0	8946.033049583435	0.5377778	0.09555556	0.05368415	0.16082057	0.0002911239	1.5910711	3.1316843	0.0067923185	0.50645363	0.9968461	0.002162062	0.09181263	0.27417934	0.0037112285
91	223.35951	37.629753	313.51047	134.7724	50.0	73.63018	50.74666	199.23367	-7.9964237	2070000	6.891787e-09	414.98212	-0.023746947	-45.659267	0.3872711	0.011550832	0.15253334	79.0	9047.35582113266	0.5644444	0.086666666	0.054029528	0.16234611	0.0021760243	1.6320893	3.1147118	0.033624295	0.51951015	0.9914436	0.010702945	0.0932577	0.28459942	0.0036031755
92	222.94722	41.21625	311.3407	129.06699	50.0	76.449715	49.76162	200.19768	-9.720619	2092500	-4.4703485e-09	459.1883	-0.023425458	-46.986336	0.38238734	0.011277687	0.15008888	79.0	9147.512566328049	0.52444446	0.1	0.056089766	0.1587383	0.0024548382	1.6007786	3.1381462	0.0084207505	0.50954366	0.998903	0.002680408	0.09342828	0.2577691	0.0058336207
93	223.37767	40.037655	308.64523	114.74328	50.0	74.270355	50.638317	200.99556	-11.878734	2115000	8.940697e-09	456.91006	-0.024229715	-53.11991	0.37607756	0.012254715	0.15777779	79.0	9247.250436544418	0.5511111	0.12888889	0.05265766	0.1623694	0.0018280088	1.6039442	3.140605	0.037362143	0.51055133	0.9996856	0.01189274	0.08992386	0.26882702	0.003914852
94	223.95729	39.893085	322.69476	113.248344	50.0	73.4207	50.716496	201.85675	-18.96076	2137500	2.9802323e-09	406.05347	-0.023906138	-41.423058	0.37152308	0.012225425	0.14524443	79.0	9346.766899108887	0.58666664	0.09777778	0.05290629	0.16356796	0.00069245574	1.6378138	3.141566	0.026288051	0.5213324	0.99999154	0.008367746	0.09139607	0.32016486	0.0026293942
95	228.73853	39.08078	313.667	114.469444	50.0	76.28472	50.954346	202.68253	-23.337315	2160000	-1.1920929e-08	401.53925	8.150283e-06	-40.782276	0.3675176	0.015099046	0.22048888	12.0	9449.4999563694	0.5644444	0.11777778	0.049166176	0.16006097	0.002449609	1.5346638	3.1402242	0.023625156	0.48849866	0.9995644	0.0075201206	0.08712685	0.32689118	0.009649399
96	224.72198	39.730057	322.80835	135.23117	50.0	76.75852	50.556496	203.89949	-9.315186	2182500	0.0	411.8542	-0.024403948	-52.9765	0.36533213	0.014333626	0.16488889	79.0	9551.73943400383	0.61777776	0.11111111	0.049057495	0.1630164	0.0010495873	1.6453377	3.1388125	0.005438907	0.52372724	0.9991151	0.001731258	0.08643085	0.35957775	0.005461708
97	225.55548	38.67824	310.9254	117.18107	50.0	76.25382	50.43782	205.05289	-17.970655	2205000	1.7881394e-08	427.80487	-0.023371667	-44.944687	0.35641736	0.012208483	0.15595555	79.0	9652.026293754578	0.61333334	0.11777778	0.04757159	0.15998076	0.0019078124	1.5883024	3.139993	0.010301937	0.5055724	0.9994908	0.0032792084	0.081731796	0.2591121	0.009806735
98	225.92847	38.582573	310.2124	125.57948	50.0	77.77898	50.77579	205.79897	-17.40276	2227500	0.0	461.79648	-0.024049025	-46.769325	0.3531332	0.011668619	0.15177777	79.0	9752.781218528748	0.55777776	0.10888889	0.050530832	0.15310183	0.0018112408	1.5110273	3.141065	0.010890265	0.48097485	0.99983203	0.003466479	0.08859209	0.38376784	0.005335322
99	225.18224	39.798367	302.17905	103.71333	50.0	76.02833	50.316	206.53726	-21.727856	2250000	-1.4156103e-08	435.4586	-0.022734847	-49.353443	0.3481211	0.011192891	0.14955556	79.0	9857.528231620789	0.58	0.11777778	0.049597684	0.15985245	0.00095727533	1.6058377	3.1402001	0.012926981	0.511154	0.9995567	0.0041147857	0.08683648	0.2710368	0.0073597133
100	226.65834	37.298515	310.38684	117.038025	50.0	76.574715	51.426918	207.71352	-16.309261	2272500	0.0	448.32587	-0.00025351837	-54.464775	0.3443276	0.016747853	0.22773333	2.0	9956.521611452103	0.5911111	0.10888889	0.049288593	0.156589	0.0015764385	1.5798893	3.139172	0.0037519448	0.50289434	0.9992295	0.0011942812	0.085883625	0.30047902	0.0066034496
101	226.40465	38.953526	309.1288	95.546646	50.0	74.99666	50.105545	208.23773	-17.278881	2295000	1.7881394e-08	438.49493	-0.02359703	-53.906364	0.3444094	0.012553063	0.15884444	79.0	10056.741124629974	0.5711111	0.12222222	0.047190078	0.16267595	0.0023467399	1.5889595	3.1386576	0.01692287	0.50578153	0.99906576	0.0053867167	0.08106705	0.24918124	0.0053411657
102	228.78693	38.43105	311.1622	114.88003	50.0	76.56958	51.03888	208.95708	-14.036512	2317500	2.9802323e-09	444.53418	-0.02282633	-45.68411	0.33744007	0.010881653	0.14244445	79.0	10157.046050071716	0.62666667	0.13555555	0.045980833	0.15834865	0.0025771612	1.5873483	3.139554	0.0076517495	0.5052687	0.9993511	0.0024356276	0.08208288	0.27285877	0.009705831
103	228.66447	40.233593	314.61188	112.82321	50.0	77.8565	50.86461	209.66153	-39.61848	2340000	-1.1920929e-08	436.82147	-0.023787275	-56.463673	0.33532894	0.011876406	0.1528	79.0	10253.82985329628	0.6244444	0.12	0.045983072	0.15696543	0.0016936256	1.5572135	3.140412	0.0056917346	0.4956765	0.9996242	0.0018117354	0.08162959	0.2647784	0.0034920068
104	231.10983	39.775513	313.81436	115.74457	50.0	77.84419	52.59828	210.42322	-18.046349	2362500	-2.2351743e-09	428.6534	-0.022179892	-50.808125	0.32977214	0.010898891	0.14715555	79.0	10355.18940114975	0.60444444	0.104444444	0.046242107	0.16816728	0.0013825478	1.5691721	3.1404247	0.01037646	0.49948302	0.9996282	0.0033029297	0.0841087	0.42316252	0.006769025
105	229.52014	38.2673	320.34088	123.03138	50.0	77.80931	51.655605	211.30585	-11.855955	2385000	2.9802322e-08	414.0384	-0.023500571	-47.65169	0.32883328	0.011084106	0.15373333	79.0	10455.676696538925	0.6066667	0.13333334	0.045686305	0.15619357	0.0013637639	1.5395337	3.1360292	0.021086587	0.49004883	0.9982291	0.0067120693	0.08155144	0.25711513	0.010736706
106	228.59337	38.692734	314.75278	123.62589	50.0	76.830475	51.59341	212.6406	-8.795419	2407500	2.2351742e-08	390.6463	-0.02330886	-47.953724	0.3238085	0.011949717	0.15293333	79.0	10568.634217500687	0.59555554	0.09777778	0.04419386	0.16004333	0.0033125598	1.5317699	3.1413827	0.005764874	0.48757753	0.9999332	0.0018350164	0.07982671	0.26375458	0.008495639
107	227.42152	38.829876	314.25763	122.537025	50.0	74.83861	52.017933	213.40094	-17.708744	2430000	8.940697e-09	400.41364	-0.024852835	-61.309883	0.3201064	0.012359908	0.15888889	79.0	10668.07152748108	0.58666664	0.08444444	0.045443527	0.16121525	0.002366635	1.6466811	3.1397853	0.009714793	0.5241549	0.9994247	0.0030923148	0.08281733	0.31200212	0.007104374
108	230.0533	37.71462	316.96393	117.60731	50.0	78.509224	52.328556	214.27068	-9.150358	2452500	-1.1175871e-08	415.6417	-0.023816442	-52.25414	0.31219506	0.011246373	0.16679999	79.0	10768.690197706223	0.6333333	0.11111111	0.044425268	0.16432644	0.00061255106	1.6079373	3.1411836	0.005880326	0.5118223	0.9998698	0.0018717658	0.081073865	0.2864754	0.005514543
109	228.79326	37.483437	312.54697	109.2389	50.0	75.880035	51.069893	214.76276	-14.46418	2475000	5.2154063e-09	417.22852	-0.022941774	-49.186714	0.30856222	0.010806747	0.14879999	79.0	10871.113758087158	0.64666665	0.093333334	0.04361055	0.15940675	0.0025357201	1.6538018	3.1363966	0.025878176	0.5264215	0.99834603	0.008237279	0.07986764	0.2658127	0.0075090383
110	231.0191	37.770466	309.00183	125.968544	50.0	77.47728	51.2539	215.76018	-9.044625	2497500	8.940697e-09	421.375	-0.022740865	-61.02433	0.30524135	0.01123816	0.1488889	79.0	10972.592992067337	0.57555556	0.10222222	0.042776424	0.15661609	0.0017735426	1.5690314	3.134449	0.014003311	0.49943817	0.9977261	0.0044573923	0.0781722	0.2504904	0.0052749105
111	230.55836	37.72216	316.38693	133.742	50.0	78.06861	52.215332	216.06921	-6.8188705	2520000	7.4505807e-10	402.08124	-0.02366935	-44.43882	0.30005676	0.013238126	0.15777777	79.0	11073.16955947876	0.5933333	0.10222222	0.044414222	0.1587549	0.003717037	1.5154063	3.1348705	0.017632846	0.4823688	0.99786025	0.005612709	0.08224505	0.29916337	0.011261402
112	230.59538	36.741245	310.28772	115.39947	50.0	74.82396	52.36903	217.11072	-9.712025	2542500	-3.2782555e-08	369.1701	-0.023067787	-49.69119	0.29212588	0.012048485	0.16791113	79.0	11169.723563432693	0.64666665	0.09555556	0.041221745	0.15668058	0.0009078048	1.6483694	3.1412654	0.03501025	0.52469224	0.9998958	0.011144108	0.07794785	0.32503763	0.0055503226
113	229.67706	39.877323	314.5941	112.57027	50.0	76.8192	52.745857	218.06593	-19.631535	2565000	-5.9604646e-09	405.0846	-0.023302816	-46.85302	0.2864841	0.011448255	0.15182222	79.0	11269.149937152863	0.6	0.12	0.042886555	0.15808524	0.00063503016	1.623495	3.1413162	0.030864544	0.51677454	0.999912	0.009824489	0.07802625	0.29023427	0.0045528985
114	231.90277	38.284348	309.5702	125.72299	50.0	77.46543	52.72533	218.84047	-16.297005	2587500	-7.0780515e-09	413.96625	-0.023126174	-46.490932	0.28148538	0.01273184	0.15413333	79.0	11368.490800857544	0.6311111	0.12222222	0.04075082	0.15538925	0.0022581795	1.6046573	3.138766	0.008751945	0.5107783	0.99910027	0.0027858305	0.07406768	0.27087742	0.0075333957
115	232.8376	37.63123	314.5051	128.98293	50.0	78.65471	52.525856	219.43944	-15.826056	2610000	-1.4901161e-08	404.43314	-0.0240126	-42.84246	0.2762119	0.012530766	0.15173332	79.0	11473.927850961685	0.64666665	0.13555555	0.041170593	0.15947674	0.0010711189	1.5579191	3.1410139	0.03827285	0.49590102	0.99981576	0.012182626	0.07716044	0.27880672	0.008134384
116	232.91786	38.02291	316.3243	129.93216	50.0	77.85949	53.25106	219.70068	-12.5978985	2632500	5.9604646e-09	386.0238	-0.023709115	-38.082245	0.2721983	0.013218017	0.16706666	79.0	11579.553064107895	0.5888889	0.09777778	0.04125244	0.15945631	0.0015061588	1.5910523	3.1335974	0.008591709	0.5064477	0.99745506	0.002734826	0.07649848	0.28757086	0.011414967
117	235.25009	37.29959	318.65173	130.4087	50.0	78.4794	53.09252	219.73471	-10.771495	2655000	1.8626451e-08	373.94507	-0.023189027	-41.595314	0.26778096	0.013277019	0.16800001	79.0	11681.915422916412	0.62222224	0.15111111	0.040529538	0.1577011	0.0017868995	1.4665093	3.1408927	0.0010219774	0.46680441	0.9997772	0.0003253055	0.07602295	0.26939186	0.0038388576
118	233.40187	35.694057	313.715	133.98004	50.0	78.253235	52.900864	221.0225	-10.890295	2677500	-1.3411045e-08	357.31104	-0.022733673	-40.324776	0.26343608	0.011255409	0.14693335	79.0	11783.69236421585	0.6111111	0.09111111	0.038860414	0.15934923	0.0013467119	1.6270144	3.1321683	0.010743417	0.5178948	0.99700016	0.0034197357	0.0724998	0.36636895	0.006408497
119	232.24677	36.41877	313.6605	122.109505	50.0	77.131004	51.947636	221.46803	-9.262658	2700000	-4.4703485e-09	410.921	-0.023613032	-49.33671	0.26175874	0.01200855	0.15666667	79.0	11892.06637597084	0.66444445	0.115555555	0.038182553	0.15165879	0.001427082	1.6106534	3.1359286	0.004077621	0.5126869	0.9981971	0.001297947	0.07133189	0.27344635	0.0067386376
120	233.25734	34.712505	307.888	127.308044	50.0	75.70435	52.24291	222.60118	-13.627348	2722500	-3.3527612e-09	341.298	-0.024306938	-39.571022	0.25833806	0.012352778	0.16253333	79.0	11992.981573820114	0.68222225	0.09555556	0.036703788	0.16249202	0.0018015746	1.6671764	3.1344402	0.015753513	0.5306787	0.9977233	0.005014499	0.07100608	0.33067077	0.003006195
121	233.69073	34.802303	316.00797	135.2704	50.0	78.71511	52.863876	223.23398	-4.461706	2745000	-2.1234154e-08	373.5202	-0.023143915	-53.06377	0.25240368	0.012128195	0.15239999	79.0	12096.812529563904	0.6844444	0.11777778	0.038468536	0.16089362	0.0005144502	1.6613	3.1404448	0.014028583	0.5288082	0.9996346	0.0044654366	0.07593348	0.28047204	0.0076374435
122	236.13416	36.11538	317.51486	126.167595	50.0	80.61412	53.177044	223.89008	-2.2560325	2767500	-2.0116568e-08	390.8483	-0.023486713	-51.206432	0.24625447	0.011020436	0.15911111	79.0	12194.918024301529	0.6533333	0.12666667	0.038155068	0.15424244	0.0005458248	1.5562115	3.140149	0.013456953	0.49535745	0.99954045	0.0042834813	0.07171379	0.25413612	0.0029648077
123	237.66928	35.2463	319.95566	136.25269	50.0	78.47415	53.397556	223.97533	-0.21402979	2790000	-7.450581e-09	361.30847	-0.02231101	-42.291206	0.2414991	0.013174647	0.16102222	79.0	12299.633672475815	0.66444445	0.09555556	0.03748558	0.15133785	0.0034315512	1.5268736	3.137351	0.024193887	0.48601902	0.9986499	0.0077011534	0.072600596	0.28846008	0.0054565268
124	231.70442	35.29117	312.27835	129.25008	50.0	76.33812	52.7645	224.40381	-9.1700945	2812500	-2.1606684e-08	355.11392	-0.022486636	-46.956264	0.2352958	0.013598079	0.15426667	79.0	12398.475959300995	0.63555557	0.09777778	0.03888876	0.15142731	0.0012739219	1.6511902	3.1409876	0.0043695834	0.5255902	0.99980736	0.0013908816	0.07331243	0.24683006	0.0035194745
125	237.59581	37.70987	313.68665	113.47115	50.0	79.60061	53.83095	224.55864	-11.742246	2835000	1.1920929e-08	357.997	-0.022555193	-56.632957	0.23077044	0.0115455	0.14817779	79.0	12499.438075065613	0.6377778	0.13111112	0.035846747	0.15335032	0.0014122899	1.5481124	3.1225479	0.015832514	0.49277946	0.99393785	0.005039646	0.069563635	0.26277387	0.008981949
126	236.4927	34.746937	319.51016	152.36136	50.0	78.86542	54.600822	226.20425	-11.530685	2857500	-5.2154063e-09	337.02734	-0.021636996	-45.242725	0.22716007	0.010421482	0.15786667	79.0	12598.120676994324	0.6511111	0.086666666	0.03623599	0.15286268	0.001212533	1.6402354	3.1307962	0.009564196	0.5221032	0.9965634	0.003044378	0.06932338	0.23068166	0.008096112
127	234.29167	36.083298	321.16342	130.56847	50.0	77.85257	53.028885	226.36751	-8.838872	2880000	-1.3411045e-08	363.81158	-0.022490805	-41.467644	0.22193205	0.010693923	0.14986667	79.0	12702.009182691574	0.6377778	0.11333334	0.035568424	0.15999974	0.001538073	1.6485181	3.1366196	0.026176313	0.5247397	0.998417	0.008332179	0.06846059	0.2734068	0.0058832504
128	239.04184	35.13262	317.92844	133.97842	50.0	81.140144	54.25641	226.03258	-11.0702305	2902500	1.4901161e-09	355.21283	-0.021893498	-40.322163	0.21789756	0.013216305	0.15742223	79.0	12804.381492853165	0.6533333	0.13333334	0.037413016	0.15494774	0.0016701914	1.5103585	3.1394606	0.0040731328	0.48076206	0.99932134	0.0012965184	0.07125958	0.27688336	0.003818467
129	234.9774	37.12875	315.48398	135.69756	50.0	78.979706	53.417572	227.6142	-7.9129457	2925000	1.7881394e-08	360.46762	-0.022592613	-54.406364	0.21540956	0.012854999	0.1636	79.0	12904.955646753311	0.62666667	0.1	0.036714204	0.16046013	0.0015307599	1.6361219	3.1362293	0.01474056	0.52079374	0.99829274	0.004692066	0.06954656	0.25294226	0.00533841
130	235.42552	36.94419	315.5035	115.50002	50.0	78.57304	53.261177	228.85387	-20.47315	2947500	1.4901161e-08	351.77362	-0.02284059	-40.67405	0.21241741	0.010954403	0.14288887	79.0	13007.122573375702	0.6488889	0.11333334	0.035676748	0.1614807	0.0012313692	1.6274168	3.140099	0.0008656067	0.5180229	0.9995246	0.00027553117	0.06810474	0.2517315	0.00701706
131	238.35156	35.77248	318.96964	119.07199	50.0	79.57363	54.195545	228.4204	-15.495134	2970000	2.2351743e-09	352.8895	-0.023574451	-52.60951	0.2090689	0.012263374	0.15657778	79.0	13111.150465011597	0.60444444	0.09111111	0.035279572	0.15878917	0.0021842986	1.5614529	3.1401355	0.0145060755	0.49702594	0.99953616	0.0046174275	0.06834206	0.23377942	0.005711101
132	236.6653	35.402527	305.91092	140.25891	50.0	78.15063	54.00256	229.52068	-12.300493	2992500	7.450581e-09	334.13242	-0.022793932	-54.475597	0.20605707	0.013225442	0.1647111	79.0	13210.827483177185	0.61333334	0.08222222	0.03336514	0.16051857	0.000995401	1.647687	3.1381586	0.0074408487	0.52447504	0.9989069	0.0023684958	0.06969832	0.30049878	0.003500845
133	240.49423	36.12815	312.97137	124.23752	50.0	80.00714	55.467556	229.32323	-16.039993	3015000	1.5646219e-08	324.93726	-0.02271802	-43.996803	0.19944604	0.010131446	0.14715555	79.0	13309.97524189949	0.67333335	0.14	0.033711657	0.15651935	0.0006634989	1.5558574	3.1355684	0.012229127	0.49524474	0.9980824	0.003892652	0.06641663	0.26364312	0.009335203
134	239.43695	33.804893	314.09125	142.58687	50.0	79.0317	54.52845	230.00784	-7.3856697	3037500	-5.2154063e-09	340.96017	-0.02228724	-49.92347	0.19613917	0.012234691	0.18297778	79.0	13416.698489189148	0.6533333	0.10222222	0.033822756	0.15616105	0.0005643006	1.5731646	3.1350856	0.019316759	0.5007539	0.99792874	0.0061487155	0.06644087	0.2386319	0.0030520863
135	234.76768	35.411907	327.73914	132.69994	50.0	78.84218	53.999954	230.38196	-4.972877	3060000	-8.940697e-09	345.46085	-0.02278043	-46.73745	0.19184749	0.012470963	0.14911112	79.0	13516.615904808044	0.63555557	0.12444445	0.033403434	0.15251541	0.0015534869	1.6205642	3.1375053	0.009070983	0.51584166	0.99869895	0.0028873838	0.0658826	0.23894776	0.00478132
