Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	SuccessRateVal	OriSuccessRateVal	FinalDist	MaxFinalDist	MinFinalDist	FinalOriDist	MaxFinalOriDist	MinFinalOriDist	FinalOriScaledDist	MaxFinalOriScaledDist	MinFinalOriScaledDist
145	1104.753	898.9602	2379.553	-474.56726	600.0	178.92969	114.054214	409.53207	-131.63115	3504000	4.967054e-09	15240.656	-0.027120681	-1992.7997	0.4280971	0.015172481	0.19575	28.0	5934.705347537994	0.25	0.5416667	0.0899983	0.17516215	0.0037270116	0.42491683	0.9172134	0.07152604	0.42491683	0.9172134	0.07152604
146	1400.1011	1093.9464	2974.0544	-885.2552	600.0	163.73273	105.65604	372.60663	-137.01003	3528000	-3.7252903e-09	20330.57	-0.033385765	-4385.8423	0.42196235	0.01501684	0.20408332	40.0	5975.46982550621	0.5833333	0.5	0.06244561	0.17615597	0.010796992	0.42790118	0.9958387	0.06397752	0.42790118	0.9958387	0.06397752
147	816.3203	873.15594	2537.915	-860.7194	600.0	172.79713	125.56407	470.38705	-160.69037	3552000	-4.967054e-09	19639.271	-0.03028969	-4650.058	0.418471	0.015355752	0.20766668	34.0	6017.227744817734	0.41666666	0.375	0.07957962	0.18092783	0.009401247	0.50033355	0.9698479	0.0066379816	0.50033355	0.9698479	0.0066379816
148	1385.2842	976.3289	2714.952	-722.4101	600.0	165.37677	133.18927	407.06317	-143.33537	3576000	9.934108e-09	12851.918	-0.027853116	-2321.491	0.41585216	0.015094225	0.19670832	26.0	6058.15191245079	0.5416667	0.5833333	0.07264104	0.1746007	0.020102728	0.4026896	0.97838104	0.014707639	0.4026896	0.97838104	0.014707639
149	901.9123	879.12445	2494.23	-1098.6283	600.0	148.41306	119.07383	389.82214	-158.24449	3600000	-4.967054e-09	19436.861	-0.027471492	-4031.0615	0.413569	0.015715549	0.19970833	25.0	6100.089951038361	0.25	0.25	0.068593144	0.18082505	0.0054712505	0.564557	0.9833668	0.0775481	0.564557	0.9833668	0.0775481
150	888.4116	1017.49194	2564.9458	-1315.1836	600.0	161.17651	124.01723	393.95477	-126.55146	3624000	-1.4901161e-08	17458.06	-0.028335145	-2018.8218	0.41264257	0.015146754	0.205875	29.0	6144.0795114040375	0.41666666	0.41666666	0.0871881	0.18067096	0.007428801	0.48468557	0.96939737	0.012958585	0.48468557	0.96939737	0.012958585
151	858.39923	850.86115	2433.4036	-720.7835	600.0	161.6218	112.13767	365.68457	-86.38131	3648000	-4.967054e-09	13190.723	-0.03590638	-2109.199	0.40997258	0.015108727	0.22520833	55.0	6186.53586935997	0.25	0.375	0.08816943	0.18080932	0.0036537028	0.5147788	0.979087	0.033317223	0.5147788	0.979087	0.033317223
152	922.91925	878.03406	2275.0015	-1284.7047	600.0	165.13034	121.84688	381.2062	-238.36646	3672000	1.2417634e-08	19195.012	-0.026698207	-4646.136	0.40455195	0.015207103	0.19924998	26.0	6230.748279333115	0.33333334	0.45833334	0.093096934	0.17978835	0.014779203	0.43059644	0.9761611	0.0028856099	0.43059644	0.9761611	0.0028856099
153	1012.0506	821.65894	2333.9883	-1261.5874	600.0	137.17711	114.56116	339.9552	-233.53433	3696000	1.8626451e-09	16437.854	-0.027802536	-3158.8293	0.40350333	0.015150857	0.18866666	27.0	6271.488757133484	0.20833333	0.5	0.096265025	0.17574565	0.01398119	0.422511	0.91139287	0.004941747	0.422511	0.91139287	0.004941747
154	1249.5367	887.2746	2332.751	-1062.8832	600.0	169.36076	119.16393	379.51987	-161.87997	3720000	-1.2417634e-08	17614.336	-0.038494084	-2790.9119	0.4006207	0.014251232	0.243125	79.0	6311.547555208206	0.5833333	0.5	0.078318946	0.18072101	0.007781562	0.39404035	0.9819304	0.04389977	0.39404035	0.9819304	0.04389977
155	978.12555	1120.0123	2736.0503	-1231.2948	600.0	151.10095	127.46372	385.0061	-173.89417	3744000	2.7939677e-09	21227.47	-0.029031426	-1552.8096	0.39769518	0.015014365	0.19725001	34.0	6355.508949756622	0.33333334	0.41666666	0.07294825	0.17981572	0.010377703	0.5191664	0.9744375	0.039028358	0.5191664	0.9744375	0.039028358
156	1012.295	920.96246	2638.6726	-241.96718	600.0	155.05276	114.2458	353.93533	-165.61722	3768000	-1.4901161e-08	14226.559	-0.036191594	-2885.6306	0.3955747	0.015053939	0.21741666	47.0	6397.216603517532	0.29166666	0.45833334	0.0798754	0.18046077	0.021862939	0.45353302	0.86439365	0.014639508	0.45353302	0.86439365	0.014639508
157	575.57104	1067.1304	2775.475	-1242.9796	600.0	85.740715	110.33892	356.52936	-250.29526	3792000	1.2417634e-08	16383.183	-0.022765836	-2387.0144	0.38884732	0.015121226	0.19066668	20.0	6436.438809394836	0.29166666	0.20833333	0.081392705	0.1802234	0.011842558	0.5458967	0.89272183	0.079136826	0.5458967	0.89272183	0.079136826
158	768.18756	1044.9711	2585.4885	-1586.8156	600.0	119.06429	137.057	388.63336	-282.60983	3816000	-4.346172e-09	21353.916	-0.028718129	-3803.4656	0.38734818	0.015097131	0.214625	33.0	6479.412163734436	0.25	0.33333334	0.09049708	0.17502773	0.016129723	0.53277934	0.9489427	0.023046864	0.53277934	0.9489427	0.023046864
159	1423.6205	919.70703	3023.35	16.96044	600.0	189.12518	138.69415	403.91193	-254.43867	3840000	4.967054e-09	20334.357	-0.036426105	-4975.2583	0.3823957	0.015047289	0.23483332	57.0	6518.187847614288	0.45833334	0.5833333	0.07192335	0.16053784	0.012305778	0.39379048	0.8442032	0.026544759	0.39379048	0.8442032	0.026544759
160	1163.7985	867.59375	2857.8494	-30.209341	600.0	181.33746	111.45663	408.15784	-103.054825	3864000	-1.9247333e-08	20929.475	-0.028701624	-4195.61	0.37864175	0.015149775	0.19245833	28.0	6562.69381570816	0.41666666	0.33333334	0.0660578	0.15497415	0.015380124	0.52756935	0.9393831	0.0052392264	0.52756935	0.9393831	0.0052392264
161	1454.2963	872.2394	2913.2405	-12.827257	600.0	189.41673	102.19118	408.81442	-86.2007	3888000	9.934108e-09	20590.172	-0.033391804	-4105.658	0.37661424	0.015052346	0.21595834	38.0	6604.121329784393	0.45833334	0.625	0.08096046	0.15583016	0.011792221	0.34567356	0.93417686	0.00869635	0.34567356	0.93417686	0.00869635
162	1035.9537	901.086	2985.1062	-1202.4023	600.0	188.65033	108.355316	384.61377	-130.60121	3912000	2.483527e-09	15232.341	-0.02841062	-4105.9927	0.3709866	0.015101274	0.18904166	28.0	6649.823567152023	0.16666667	0.33333334	0.08070374	0.18065338	0.011848413	0.49837533	0.954281	0.0315092	0.49837533	0.954281	0.0315092
163	1127.1046	842.06024	2233.7004	-1078.1241	600.0	142.70613	124.79876	379.84174	-156.16254	3936000	-1.7384687e-08	21390.025	-0.032863695	-3108.0781	0.36753878	0.015015242	0.21920832	41.0	6695.017635822296	0.45833334	0.5833333	0.08166204	0.18061972	0.012689518	0.38664007	0.8851612	0.015153747	0.38664007	0.8851612	0.015153747
164	904.65216	1037.6195	2835.188	-742.41113	600.0	138.74643	119.79918	355.50742	-135.9878	3960000	-4.967054e-09	17842.822	-0.030133953	-3693.45	0.36300406	0.015018606	0.20391667	37.0	6741.645257472992	0.29166666	0.33333334	0.079931356	0.15815473	0.016574914	0.48403683	0.9819126	0.018941484	0.48403683	0.9819126	0.018941484
165	952.4704	971.8741	2566.1084	-660.9447	600.0	129.11491	123.26138	398.6526	-235.22914	3984000	1.800557e-08	22754.963	-0.03094851	-5076.3833	0.36080906	0.015320978	0.19029166	31.0	6787.1851925849915	0.25	0.29166666	0.08018297	0.18042411	0.011401851	0.48280033	0.8809827	0.007036165	0.48280033	0.8809827	0.007036165
166	1051.2589	1048.4597	2557.111	-889.14923	600.0	152.22023	127.929375	400.484	-162.97491	4008000	1.9868216e-08	28871.773	-0.028412366	-6461.803	0.35834625	0.015102212	0.20875001	29.0	6833.795941352844	0.41666666	0.45833334	0.075901136	0.18044576	0.009700811	0.44776592	0.92415833	0.049964886	0.44776592	0.92415833	0.049964886
167	1039.903	869.55164	2496.2363	-301.47815	600.0	141.24545	114.08522	416.9995	-171.22525	4032000	1.2417635e-09	18099.273	-0.018529769	-4485.8247	0.3555514	0.01575188	0.18333332	14.0	6878.089670419693	0.33333334	0.45833334	0.07055787	0.18039516	0.009261729	0.46815798	0.98356277	0.024189861	0.46815798	0.98356277	0.024189861
168	886.8706	1025.7855	2501.6265	-1256.8007	600.0	154.33707	118.064	420.23892	-158.28896	4056000	1.4901161e-08	21161.068	-0.020556845	-5298.5435	0.35441196	0.015509718	0.183375	17.0	6927.223989725113	0.33333334	0.41666666	0.0833554	0.18095075	0.0036653231	0.47839305	0.904658	0.008470025	0.47839305	0.904658	0.008470025
169	855.9288	813.7334	2241.132	-573.20886	600.0	150.38113	116.27293	357.04126	-94.91323	4080000	-7.450581e-09	16080.478	-0.028486969	-3881.5781	0.35294724	0.015182299	0.20416667	29.0	6967.193930387497	0.33333334	0.5	0.09910792	0.16266671	0.025877021	0.38245785	0.9705312	0.007081335	0.38245785	0.9705312	0.007081335
170	1167.7683	739.1488	2506.9897	-554.9017	600.0	120.74717	115.16273	409.51242	-248.84749	4104000	2.9802322e-08	17124.748	-0.025709242	-4481.568	0.35074052	0.015401058	0.181625	22.0	7010.7050766944885	0.375	0.25	0.04774053	0.16705804	0.007415809	0.5256044	0.8943546	0.025728505	0.5256044	0.8943546	0.025728505
171	1101.9346	941.8028	2856.488	-1317.6417	600.0	181.39597	120.649315	495.69446	-232.3023	4128000	-1.7384687e-08	12176.603	-0.035436712	-2254.3887	0.34760073	0.015191083	0.22025001	51.0	7052.629743099213	0.16666667	0.41666666	0.089121304	0.18074909	0.01286283	0.49935123	0.9877389	0.06178155	0.49935123	0.9877389	0.06178155
172	1047.1183	786.6259	2398.6753	-543.36285	600.0	186.7467	102.09478	456.44656	-190.11319	4152000	1.9868216e-08	24440.291	-0.034203388	-5798.1167	0.34240505	0.015275643	0.226	44.0	7097.822406053543	0.33333334	0.45833334	0.069838315	0.18080194	0.011219218	0.4855421	0.96802545	0.0010545219	0.4855421	0.96802545	0.0010545219
173	1009.04083	910.6428	2727.49	-94.09141	600.0	142.59874	121.65731	434.04623	-181.43324	4176000	-6.208817e-09	20824.63	-0.028697183	-4897.5503	0.3370653	0.015141085	0.20491667	27.0	7139.577903747559	0.375	0.45833334	0.082669936	0.1769414	0.010934654	0.44054517	0.9502181	0.06401334	0.44054517	0.9502181	0.06401334
174	883.97833	1045.2744	2432.5493	-767.79474	600.0	144.48967	139.23666	416.6146	-193.01816	4200000	-1.4901161e-08	21609.441	-0.02920731	-4440.1826	0.33216593	0.015026311	0.20099999	29.0	7195.792609453201	0.29166666	0.375	0.09338776	0.18030033	0.0040467293	0.5275999	0.9761463	0.011556693	0.5275999	0.9761463	0.011556693
175	892.9976	826.15674	2426.8708	-989.31665	600.0	166.11418	130.35999	497.43765	-106.1718	4224000	-4.967054e-09	21694.979	-0.022054166	-4548.1323	0.3293916	0.015321569	0.19941668	17.0	7240.575717449188	0.25	0.45833334	0.0843577	0.1809533	0.02071119	0.4905472	0.9946432	0.05482687	0.4905472	0.9946432	0.05482687
176	1220.673	1014.6895	2657.982	-692.171	600.0	177.86856	123.46858	446.9636	-204.39937	4248000	-8.692344e-09	30129.562	-0.028911406	-5129.611	0.32810175	0.015033089	0.21325	31.0	7284.054794549942	0.33333334	0.5833333	0.09302642	0.17621239	0.028380478	0.38728592	0.95511377	0.015029397	0.38728592	0.95511377	0.015029397
177	1164.4429	943.9838	2777.041	-960.97986	600.0	171.20302	119.92533	425.31967	-164.84523	4272000	-3.1044085e-09	20311.19	-0.033837486	-4660.4272	0.3265354	0.015186265	0.20674999	39.0	7325.379508972168	0.375	0.41666666	0.071854874	0.17118782	0.016147899	0.45394412	0.9990413	0.04547371	0.45394412	0.9990413	0.04547371
178	1102.602	910.9956	2643.5906	-916.1156	600.0	216.05708	135.16954	561.08356	-148.05937	4296000	-1.2417634e-08	23798.328	-0.030015985	-7971.6753	0.32186934	0.015368949	0.20766668	29.0	7369.925803899765	0.375	0.5833333	0.08386227	0.18053117	0.010977687	0.36034182	0.99154055	0.0015656073	0.36034182	0.99154055	0.0015656073
179	1043.2135	922.5365	2600.22	-1077.7898	600.0	137.5076	123.2904	382.00497	-167.08179	4320000	1.4901161e-08	19383.033	-0.025177797	-3833.2559	0.32334596	0.015094382	0.19183333	22.0	7418.351286172867	0.41666666	0.33333334	0.05799837	0.180358	0.018703423	0.545801	0.99283195	0.113489516	0.545801	0.99283195	0.113489516
180	1236.6085	1013.8686	2587.0432	-817.5343	600.0	186.0786	126.5933	417.07977	-110.05047	4344000	2.483527e-09	13618.95	-0.02948834	-2504.033	0.3202449	0.015004682	0.19670834	33.0	7467.660420894623	0.5416667	0.45833334	0.05237778	0.14685957	0.00082230737	0.40905595	0.92461807	0.0005441369	0.40905595	0.92461807	0.0005441369
181	979.8428	926.78326	2497.3174	-920.60895	600.0	166.30746	123.52361	436.20212	-124.90383	4368000	8.692344e-09	15982.7705	-0.014180767	-2069.4036	0.3169757	0.015107197	0.185625	9.0	7510.207762718201	0.375	0.41666666	0.0861909	0.1790848	0.019491445	0.4518529	0.98751915	0.037057612	0.4518529	0.98751915	0.037057612
182	1129.9994	884.02106	2456.8987	-564.54706	600.0	188.49023	134.6898	453.62604	-188.59888	4392000	2.483527e-09	22306.43	-0.030432923	-6299.2046	0.31620952	0.015040513	0.22295833	32.0	7552.771903991699	0.375	0.45833334	0.060427647	0.13384281	0.010850607	0.44239417	0.930218	0.020554993	0.44239417	0.930218	0.020554993
183	1185.4697	694.6749	2374.6177	-141.03127	600.0	148.35509	136.76862	400.80252	-146.06662	4416000	-2.9802322e-08	13581.359	-0.031194577	-2473.2146	0.31086162	0.015123912	0.20929165	33.0	7596.483319044113	0.375	0.45833334	0.08052674	0.15311505	0.01039163	0.4572954	0.8695698	0.020402772	0.4572954	0.8695698	0.020402772
184	1234.3717	968.893	2668.7954	-1586.9453	600.0	162.34445	131.45439	429.9978	-181.56505	4440000	6.208817e-09	17845.307	-0.016817661	-3573.7815	0.30933294	0.015592488	0.18216665	11.0	7638.66343832016	0.5	0.5416667	0.07582524	0.18093763	0.009869758	0.37446925	0.94899297	0.0018634121	0.37446925	0.94899297	0.0018634121
185	1115.8295	903.58813	2599.3787	-888.00006	600.0	142.0917	110.97994	369.0046	-337.04095	4464000	-7.450581e-09	29933.99	-0.028536215	-5586.7495	0.31049865	0.015254454	0.19545834	32.0	7682.780974388123	0.41666666	0.6666667	0.08138579	0.1803435	0.00093344616	0.35222793	0.8726231	0.002752538	0.35222793	0.8726231	0.002752538
186	1104.5826	1041.8517	2854.276	-935.5273	600.0	147.90065	113.29538	367.53784	-185.206	4488000	9.934108e-09	23345.797	-0.023314646	-5186.813	0.3115164	0.015289162	0.186375	20.0	7731.430490732193	0.45833334	0.29166666	0.083566904	0.18070087	0.011264953	0.43957075	0.904198	0.011871072	0.43957075	0.904198	0.011871072
187	1031.2157	994.7662	2459.3318	-498.10266	600.0	163.15082	142.88379	426.8947	-108.725815	4512000	6.208817e-09	13945.708	-0.023953602	-3054.2737	0.31191579	0.015222923	0.19454168	20.0	7774.557421684265	0.29166666	0.5416667	0.10732777	0.18079196	0.015192235	0.40897298	0.9467002	0.017696189	0.40897298	0.9467002	0.017696189
188	838.4063	1003.54865	2778.8184	-1355.8567	600.0	148.51	126.17993	406.11298	-132.71857	4536000	-2.483527e-09	13812.676	-0.02581387	-2608.4905	0.31051993	0.015201	0.19304167	22.0	7820.633410215378	0.29166666	0.375	0.08288437	0.18029505	0.015580405	0.5322771	0.99667126	0.008719177	0.5322771	0.99667126	0.008719177
189	962.8283	987.2616	2681.6384	-680.5098	600.0	151.2284	126.69824	412.0354	-217.09476	4560000	-9.934108e-09	18335.492	-0.026916275	-4488.691	0.30707735	0.015248731	0.19854166	25.0	7863.813925981522	0.25	0.375	0.07247216	0.16330695	0.017328762	0.5388141	0.98090506	0.03943793	0.5388141	0.98090506	0.03943793
190	1265.1605	954.51544	2810.06	-746.7576	600.0	176.23459	123.67215	377.03253	-115.466064	4584000	3.1044085e-09	24787.586	-0.025530517	-6757.442	0.30275872	0.015141866	0.20358334	25.0	7907.355324983597	0.375	0.45833334	0.06465522	0.17447247	0.0074037625	0.46800247	0.9542992	0.01282948	0.46800247	0.9542992	0.01282948
191	1323.843	951.10425	2751.9001	-620.5038	600.0	191.70146	123.23683	412.62112	-86.92658	4608000	7.450581e-09	15641.356	-0.030366043	-2654.8435	0.2993702	0.015285023	0.20891666	32.0	7948.9411334991455	0.5416667	0.5833333	0.058804933	0.16890168	0.01714688	0.38288775	0.9093808	0.014516372	0.38288775	0.9093808	0.014516372
192	580.7131	1070.404	2886.2947	-1072.9182	600.0	186.04295	117.165825	409.49863	-94.954605	4632000	-2.1109978e-08	18597.12	-0.025903707	-5042.229	0.29822078	0.01539841	0.19420832	21.0	7996.571216344833	0.29166666	0.25	0.0876717	0.1809479	0.008849393	0.56349236	0.9925674	0.022597425	0.56349236	0.9925674	0.022597425
193	973.7451	925.2376	2855.275	-169.4641	600.0	168.42343	145.5625	434.32498	-145.14891	4656000	4.346172e-09	21657.736	-0.024768205	-4489.3867	0.29470086	0.015648874	0.19704168	21.0	8044.702400684357	0.375	0.375	0.07461519	0.15938227	0.0075294524	0.52331764	0.95023555	0.0047806264	0.52331764	0.95023555	0.0047806264
194	830.804	987.2869	2587.515	-935.2586	600.0	164.40775	137.91777	468.06143	-245.7577	4680000	-1.7384687e-08	23239.172	-0.033756778	-4147.084	0.2918795	0.015099597	0.227	38.0	8092.8729457855225	0.33333334	0.25	0.079216346	0.18086565	0.0055832257	0.5678758	0.9269163	0.051313713	0.5678758	0.9269163	0.051313713
195	1060.3987	940.7297	2690.418	-433.54572	600.0	180.79442	134.82248	439.84305	-242.70633	4704000	-9.313226e-09	23125.79	-0.03409485	-3639.8235	0.28849038	0.015045944	0.23595834	49.0	8135.799766540527	0.25	0.5	0.08135974	0.18001272	0.009051718	0.4232057	0.94804347	0.024714248	0.4232057	0.94804347	0.024714248
196	1400.1315	888.6632	2769.7847	-208.0101	600.0	164.02975	128.90251	419.49185	-133.63756	4728000	-1.7384687e-08	26206.635	-0.02719188	-5209.395	0.28812355	0.015036151	0.21008332	25.0	8176.920108795166	0.5	0.75	0.07862007	0.14525507	0.009028853	0.34812394	0.9407503	0.0050668996	0.34812394	0.9407503	0.0050668996
197	995.5949	1022.45056	2659.4116	-516.7844	600.0	164.774	139.55025	439.57278	-209.16638	4752000	2.483527e-09	23218.967	-0.032445665	-2891.254	0.2869722	0.015144753	0.21399999	36.0	8219.34179019928	0.33333334	0.29166666	0.068650566	0.1806949	0.0065413015	0.532845	0.98910785	0.04027049	0.532845	0.98910785	0.04027049
198	1370.3687	978.27466	2605.1404	-802.3558	600.0	182.72093	130.16963	425.87537	-272.41452	4776000	4.967054e-09	22428.24	-0.038575172	-2740.1484	0.28542796	0.015039538	0.24458332	65.0	8260.053294181824	0.45833334	0.5416667	0.07919221	0.18082802	0.0068480507	0.3551791	0.895499	0.0012616079	0.3551791	0.895499	0.0012616079
199	1187.1095	840.1382	2504.2805	-384.93494	600.0	177.10187	118.92754	419.88754	-243.53009	4800000	1.2417635e-09	22031.156	-0.033943865	-4088.6309	0.28124294	0.015095656	0.22737499	38.0	8302.100034236908	0.41666666	0.7083333	0.0724526	0.18071061	0.010451657	0.35630015	0.99515194	0.002727248	0.35630015	0.99515194	0.002727248
200	1178.8672	918.92645	2569.0222	-1183.0466	600.0	177.09175	105.16449	422.1539	-102.35343	4824000	7.450581e-09	22427.365	-0.033822786	-5216.6987	0.27612916	0.015031301	0.2065	39.0	8352.06443452835	0.375	0.5	0.07827434	0.18068996	0.0091591785	0.44473007	0.93827283	0.035597913	0.44473007	0.93827283	0.035597913
201	1138.4475	1101.3964	2587.1108	-1751.703	600.0	194.41946	120.89917	407.82263	-115.447296	4848000	-1.2417634e-08	24458.615	-0.033831548	-5902.098	0.27302504	0.015112062	0.23654167	60.0	8399.663519382477	0.375	0.625	0.09526077	0.1807314	0.022445157	0.3876102	0.97812325	0.0123037435	0.3876102	0.97812325	0.0123037435
202	1293.795	818.1341	2668.9375	24.35884	600.0	126.31687	132.09056	419.00226	-277.63333	4872000	9.934108e-09	20972.062	-0.027698344	-5281.022	0.27130565	0.015299242	0.20320833	28.0	8442.608924627304	0.45833334	0.33333334	0.05457746	0.14578752	0.0061791437	0.47348142	0.87566704	0.0815457	0.47348142	0.87566704	0.0815457
203	1237.9408	1108.8687	2816.0713	-975.057	600.0	199.88177	130.76938	444.45898	-163.63965	4896000	0.0	16423.854	-0.027864346	-2554.4197	0.27056223	0.015012946	0.19716667	25.0	8497.820230722427	0.375	0.5	0.0871206	0.16924538	0.015941272	0.45783195	0.9825796	0.021429094	0.45783195	0.9825796	0.021429094
204	1367.9562	910.7184	2502.8784	-330.76984	600.0	189.30914	128.88875	441.07523	-117.00604	4920000	1.2417635e-09	15978.769	-0.026970917	-2952.5469	0.26729387	0.01503152	0.21220833	26.0	8541.538735866547	0.45833334	0.625	0.07565553	0.17905936	0.007364254	0.40171131	0.97438717	0.011419736	0.40171131	0.97438717	0.011419736
205	712.228	994.53033	2832.9392	-967.01666	600.0	145.85278	115.07524	417.2637	-150.0048	4944000	2.9802322e-08	18375.12	-0.025870895	-5301.1367	0.26383325	0.015140769	0.194875	22.0	8586.658511400223	0.29166666	0.33333334	0.090518564	0.18045382	0.010350622	0.5364829	0.99131614	0.05948381	0.5364829	0.99131614	0.05948381
206	1229.2604	961.5925	2757.0225	-341.1516	600.0	150.80043	124.57878	390.1508	-230.6581	4968000	9.934108e-09	23262.656	-0.028107634	-4098.713	0.26044986	0.015087195	0.20987499	26.0	8632.600158452988	0.41666666	0.29166666	0.06911933	0.15815908	0.0030193406	0.544575	0.937772	0.03511586	0.544575	0.937772	0.03511586
207	1099.3899	911.72485	2876.6074	-574.6957	600.0	146.22961	124.20878	441.30344	-220.04408	4992000	8.071463e-09	18678.408	-0.028134584	-3085.5916	0.25763217	0.015013811	0.20404167	25.0	8679.935325145721	0.375	0.5	0.07284271	0.18060765	0.007901713	0.43668795	0.9545378	0.08497592	0.43668795	0.9545378	0.08497592
208	1276.539	915.82477	2421.6477	-535.0364	600.0	177.90596	115.13124	429.0728	-161.96555	5016000	-2.173086e-09	17962.541	-0.029498354	-3678.6387	0.25507015	0.015061174	0.21354167	31.0	8728.393901824951	0.45833334	0.5	0.059088632	0.15506749	0.011675008	0.505208	0.9224645	0.0015610206	0.505208	0.9224645	0.0015610206
209	1189.9165	970.58344	3030.405	-901.20996	600.0	201.06898	99.6912	430.9337	-118.85412	5040000	1.1175871e-08	22929.541	-0.031211019	-6331.4126	0.24981995	0.015009295	0.22049999	30.0	8772.705798387527	0.5416667	0.41666666	0.065731764	0.17991157	0.012989161	0.41246518	0.91824067	0.021240024	0.41246518	0.91824067	0.021240024
210	1187.7635	969.864	2826.7803	-415.48	600.0	164.37073	122.864044	395.84467	-148.76393	5064000	-2.0489097e-08	26208.828	-0.024508128	-4456.965	0.24417774	0.015012507	0.19175	19.0	8820.480796337128	0.29166666	0.625	0.075554594	0.18090789	0.004973716	0.42118716	0.99083066	0.014785251	0.42118716	0.99083066	0.014785251
211	1139.216	823.507	2304.8596	-708.11975	600.0	180.6839	126.05026	427.27527	-92.77293	5088000	-1.6142925e-08	18260.184	-0.023480512	-3658.6155	0.24163653	0.015277275	0.17645831	18.0	8871.528866291046	0.45833334	0.5833333	0.073074035	0.18057437	0.0043583075	0.42464623	0.9696097	0.053320196	0.42464623	0.9696097	0.053320196
212	1356.1373	956.9267	2697.7803	-156.27852	600.0	173.62114	123.816635	388.75043	-159.5698	5112000	9.934108e-09	20682.049	-0.023669487	-4085.5342	0.24112944	0.015140253	0.19954167	19.0	8920.206254005432	0.5416667	0.5833333	0.07637016	0.15813947	0.011436676	0.38912204	0.98005867	0.02466749	0.38912204	0.98005867	0.02466749
213	1283.6005	985.0955	2857.9324	-977.4673	600.0	190.35219	118.13276	426.6464	-131.88925	5136000	2.483527e-09	24523.932	-0.023723563	-6316.5645	0.23873083	0.015438705	0.221	18.0	8965.82288146019	0.45833334	0.45833334	0.07189242	0.17493904	0.005633082	0.4028584	0.9116896	0.01972472	0.4028584	0.9116896	0.01972472
214	1046.1483	945.1739	2788.3872	-989.23505	600.0	190.0057	127.25012	483.3514	-203.58179	5160000	2.483527e-09	23348.334	-0.020397106	-5326.187	0.23763128	0.015603765	0.19633333	15.0	9009.403158426285	0.375	0.41666666	0.08267593	0.18074135	0.011272294	0.48833275	0.93221325	0.044007227	0.48833275	0.93221325	0.044007227
215	856.1884	1035.7642	2963.8765	-1027.8721	600.0	160.61205	129.12413	461.36462	-200.71417	5184000	0.0	19051.904	-0.020627437	-3414.3171	0.23874818	0.015889386	0.194125	16.0	9052.876801729202	0.29166666	0.33333334	0.09043216	0.18077269	0.014971559	0.52231884	0.957734	0.0068522515	0.52231884	0.957734	0.0068522515
216	1146.4362	1068.2391	2861.0862	-883.3932	600.0	163.38359	144.98485	476.56287	-251.84657	5208000	-1.2417634e-08	24354.547	-0.03663041	-7942.86	0.23747434	0.01512514	0.231125	44.0	9097.8621134758	0.33333334	0.375	0.08952097	0.18059367	0.012940033	0.41761887	0.85512877	0.025591219	0.41761887	0.85512877	0.025591219
217	1095.021	858.415	2435.4912	-1029.7678	600.0	145.54558	117.80178	431.37375	-225.53024	5232000	-6.208817e-09	31799.068	-0.032187972	-6157.226	0.23334926	0.01512758	0.221	37.0	9139.724279403687	0.29166666	0.375	0.07371982	0.18095405	0.0042848024	0.49853334	0.92321575	0.007879951	0.49853334	0.92321575	0.007879951
218	1265.959	1072.201	3019.1736	-1000.959	600.0	183.20406	138.79079	422.6965	-260.0131	5256000	-1.1175871e-08	22668.219	-0.023741549	-4339.7104	0.2338913	0.015655614	0.19337499	19.0	9183.411001443863	0.5833333	0.5	0.062479492	0.14458142	0.0046113143	0.44305873	0.983633	0.019736659	0.44305873	0.983633	0.019736659
219	1512.8584	826.22284	2693.1023	-198.26103	600.0	203.49167	129.74648	454.9749	-148.96437	5280000	4.346172e-09	21141.94	-0.022154057	-4618.639	0.23037852	0.0152391745	0.20349999	17.0	9230.968349218369	0.5	0.6666667	0.08466003	0.1807102	0.014022705	0.34784818	0.9851492	0.0021289194	0.34784818	0.9851492	0.0021289194
220	1286.1565	782.6303	3237.3425	-80.71788	600.0	176.85648	116.337036	446.68195	-152.28114	5304000	-1.4901161e-08	15561.641	-0.026976278	-3201.946	0.22813226	0.015180543	0.20070833	23.0	9277.43410563469	0.5	0.41666666	0.06819893	0.16942766	0.008491917	0.43859562	0.97662497	0.021757022	0.43859562	0.97662497	0.021757022
221	1309.4691	837.9034	2948.8748	10.825345	600.0	193.24425	130.90732	490.79492	-104.09501	5328000	-1.1175871e-08	19408.045	-0.025585994	-3745.5173	0.22225522	0.015113254	0.20770831	21.0	9322.050037622452	0.45833334	0.5	0.07165349	0.18048787	0.006316852	0.38964418	0.97510916	0.012432364	0.38964418	0.97510916	0.012432364
222	1020.5693	977.0721	2688.4902	-677.58813	600.0	149.90997	117.195915	471.11566	-122.83224	5352000	-9.934108e-09	18656.076	-0.030732146	-4284.0566	0.2198895	0.015020645	0.21320833	33.0	9373.583918571472	0.33333334	0.375	0.0928695	0.18084998	0.017740764	0.5027776	0.9584257	0.026139827	0.5027776	0.9584257	0.026139827
