Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	SuccessRateVal	OriSuccessRateVal	FinalDist	MaxFinalDist	MinFinalDist	FinalOriDist	MaxFinalOriDist	MinFinalOriDist	FinalOriScaledDist	MaxFinalOriScaledDist	MinFinalOriScaledDist
67	917.8882	827.2796	2221.439	-711.8215	600.0	133.74959	94.90045	351.27982	-68.12761	1632000	4.967054e-09	12619.153	-0.028215626	-2788.163	0.6616764	0.015108481	0.171875	36.0	2605.937958717346	0.25	0.45833334	0.08768737	0.1442657	0.018002296	0.4595873	0.9761559	0.01263047	0.4595873	0.9761559	0.01263047
68	1002.9284	1005.2214	2774.489	-273.89755	600.0	152.32703	110.83261	361.73257	-90.4378	1656000	-4.967054e-09	14240.333	-0.028168753	-1484.1055	0.65937823	0.015150629	0.18283331	39.0	2648.4261078834534	0.33333334	0.41666666	0.09383631	0.18026368	0.014842948	0.4806973	0.96175927	0.00095793343	0.4806973	0.96175927	0.00095793343
69	970.70355	1068.8611	3102.5156	-1110.394	600.0	147.16153	118.77014	356.70007	-93.57905	1680000	-4.967054e-09	11618.894	-0.03695675	-1645.2201	0.6568256	0.014735154	0.21537499	79.0	2686.8908245563507	0.29166666	0.5416667	0.10005087	0.17973176	0.017014373	0.45186353	0.9941073	0.06289525	0.45186353	0.9941073	0.06289525
70	951.53644	1116.7402	2743.3147	-909.9631	600.0	129.06248	123.0718	335.07498	-135.81075	1704000	1.2417634e-08	15131.647	-0.03488568	-1892.5186	0.6544964	0.015041921	0.20566666	66.0	2728.3572676181793	0.33333334	0.33333334	0.09082083	0.18062703	0.016230196	0.5084449	0.97592366	0.0027673661	0.5084449	0.97592366	0.0027673661
71	1030.0393	857.84015	2358.5913	-501.36768	600.0	149.10678	138.96165	367.45108	-219.43378	1728000	-1.2417635e-09	13404.636	-0.036144603	-2950.4949	0.65318704	0.015001233	0.222	65.0	2770.9856927394867	0.20833333	0.625	0.10847792	0.18014166	0.026661038	0.34700426	0.99312145	0.0030607844	0.34700426	0.99312145	0.0030607844
72	769.20166	785.4533	2176.654	-473.17297	600.0	135.7777	109.40533	348.0596	-119.997665	1752000	4.967054e-09	12079.102	-0.03519462	-2952.6077	0.6513177	0.01509982	0.22395833	79.0	2811.324611902237	0.25	0.33333334	0.08406467	0.15322447	0.014684939	0.512384	0.9252841	0.018245159	0.512384	0.9252841	0.018245159
73	1249.0731	945.12524	2598.064	-764.27686	600.0	146.81067	121.59575	358.9299	-92.69737	1776000	1.4901161e-08	10547.738	-0.028062603	-1600.9926	0.6468753	0.015030199	0.18575001	37.0	2849.4193217754364	0.45833334	0.5833333	0.092414	0.17083813	0.006156561	0.38698927	0.9673247	0.0152545115	0.38698927	0.9673247	0.0152545115
74	783.105	924.1355	2334.9863	-645.6238	600.0	128.659	119.575096	346.1534	-171.58916	1800000	3.7252903e-09	17530.021	-0.03209742	-2131.2705	0.64397514	0.015011969	0.217375	51.0	2892.599646091461	0.29166666	0.41666666	0.09151685	0.18077308	0.022959866	0.4476141	0.9435759	0.0027833262	0.4476141	0.9435759	0.0027833262
75	731.33234	924.8647	2793.6067	-707.3394	600.0	99.12329	103.38837	339.57312	-98.26899	1824000	-7.450581e-09	11735.195	-0.030967442	-2561.438	0.6394113	0.015056235	0.18599999	46.0	2931.8103046417236	0.16666667	0.33333334	0.09680065	0.15684302	0.007704645	0.5767899	0.9652887	0.005345513	0.5767899	0.9652887	0.005345513
76	868.7378	817.86786	2488.5654	-80.73598	600.0	132.93855	111.355064	345.90298	-109.99676	1848000	9.934108e-09	8530.912	-0.025794864	-1179.4393	0.6326679	0.015174297	0.17091668	30.0	2968.8847889900208	0.29166666	0.33333334	0.08110233	0.14431001	0.015808837	0.51028675	0.9909083	0.005232625	0.51028675	0.9909083	0.005232625
77	877.5336	948.08185	3012.6682	-737.2102	600.0	154.06851	122.392334	383.2645	-84.22432	1872000	-2.483527e-09	15455.078	-0.029795945	-4033.4558	0.62906855	0.015064716	0.20195834	36.0	3018.445204973221	0.25	0.5	0.09323877	0.1750803	0.013622733	0.46928644	0.99408776	0.012666198	0.46928644	0.99408776	0.012666198
78	1215.6268	931.05493	2422.9304	-930.1533	600.0	157.00838	115.13795	422.04306	-75.35373	1896000	-4.967054e-09	13823.185	-0.032116503	-2014.5734	0.6272038	0.015066665	0.19508334	53.0	3059.753992319107	0.41666666	0.5833333	0.087238334	0.17877892	0.008601508	0.41046166	0.9012822	0.032195766	0.41046166	0.9012822	0.032195766
79	1007.3952	977.2084	2552.4612	-240.54156	600.0	154.39326	120.72997	383.51678	-118.44009	1920000	0.0	10944.359	-0.026684463	-1386.7418	0.62278414	0.015077752	0.19766666	30.0	3098.905403614044	0.33333334	0.45833334	0.095905066	0.15789005	0.019075336	0.46444383	0.99561584	0.03590834	0.46444383	0.99561584	0.03590834
80	821.2432	904.4256	2263.8757	-397.76752	600.0	137.8161	125.03213	372.69852	-91.440475	1944000	0.0	10988.839	-0.03628004	-2103.4834	0.61518186	0.015122921	0.23970835	72.0	3137.9748961925507	0.25	0.375	0.088374674	0.15174846	0.028889393	0.4764433	0.9634219	0.010218444	0.4764433	0.9634219	0.010218444
81	814.24774	798.30084	2604.7864	-47.27996	600.0	103.84977	123.82275	384.2802	-117.8449	1968000	-1.1175871e-08	9116.468	-0.0286765	-1223.9855	0.6080694	0.015112455	0.18975	37.0	3178.319092988968	0.20833333	0.33333334	0.08833724	0.18085454	0.023928875	0.57611144	0.9630849	0.019802041	0.57611144	0.9630849	0.019802041
82	1034.0924	847.24756	2371.9429	-601.85547	600.0	164.44862	117.987564	333.5844	-127.70518	1992000	0.0	9161.827	-0.031892072	-1314.2599	0.6076263	0.015030652	0.19258332	46.0	3221.3250687122345	0.41666666	0.5833333	0.09674915	0.16909125	0.012605557	0.38102302	0.96759576	0.02177865	0.38102302	0.96759576	0.02177865
83	580.79767	789.9804	2269.62	-800.8175	600.0	103.1646	122.38826	387.18454	-78.8073	2016000	-2.483527e-09	9599.6455	-0.029489292	-1304.1763	0.6063792	0.015009868	0.19979167	44.0	3261.4311270713806	0.16666667	0.33333334	0.09485125	0.17212376	0.010100371	0.53719336	0.94439596	0.015701354	0.53719336	0.94439596	0.015701354
84	1133.8911	920.74225	2671.21	-719.3496	600.0	162.49539	116.868095	334.87534	-62.670914	2040000	1.2417635e-09	8445.683	-0.031142429	-844.30536	0.602714	0.015039165	0.19533335	49.0	3303.828341960907	0.375	0.5833333	0.09359636	0.18008673	0.012052035	0.44646955	0.99345607	0.009286339	0.44646955	0.99345607	0.009286339
85	1037.5656	815.14056	2477.722	-506.32114	600.0	145.6863	119.436714	350.15186	-80.0866	2064000	9.934108e-09	10972.933	-0.0310511	-1960.7565	0.5992933	0.015141275	0.19891667	40.0	3347.3995156288147	0.29166666	0.5416667	0.096792676	0.18042965	0.009386588	0.40876937	0.9849468	0.023784684	0.40876937	0.9849468	0.023784684
86	792.84955	930.3234	2796.713	-797.0172	600.0	151.68794	113.46312	353.22363	-125.82793	2088000	4.967054e-09	14549.609	-0.03604777	-3269.786	0.59901893	0.013130994	0.22604167	79.0	3392.7367866039276	0.16666667	0.375	0.11472631	0.18069714	0.041382257	0.47938275	0.9712197	0.006308158	0.47938275	0.9712197	0.006308158
87	874.1232	947.3468	2970.1104	-653.57196	600.0	106.80779	133.07657	366.12344	-131.28423	2112000	3.7252903e-09	13676.703	-0.02776972	-3913.388	0.59523505	0.015285566	0.19875	32.0	3434.3754391670227	0.20833333	0.41666666	0.10271717	0.1804678	0.01874753	0.53290415	0.99808115	0.080889955	0.53290415	0.99808115	0.080889955
88	941.1091	879.46136	2374.9329	-467.135	600.0	161.54367	113.53239	412.17987	-98.3992	2136000	-1.9868216e-08	10417.79	-0.024819424	-1790.8433	0.5925465	0.01500079	0.16729166	25.0	3474.3540909290314	0.375	0.45833334	0.082428895	0.16007638	0.030707883	0.4137809	0.9753764	0.0044978466	0.4137809	0.9753764	0.0044978466
89	1130.8052	940.7096	2766.1436	-180.803	600.0	159.52243	134.28938	384.2456	-101.66618	2160000	-4.967054e-09	13195.113	-0.028772464	-2171.8171	0.5892475	0.015038674	0.19258332	38.0	3515.276215314865	0.375	0.45833334	0.08987894	0.18062106	0.01333963	0.44039568	0.97753227	0.08414116	0.44039568	0.97753227	0.08414116
90	591.0368	696.19385	2090.1516	-522.90814	600.0	110.0864	112.5518	382.12024	-155.59537	2184000	9.623666e-09	13584.456	-0.037680432	-1989.8229	0.58667654	0.014638339	0.23183334	79.0	3555.3327791690826	0.16666667	0.29166666	0.09929713	0.18089165	0.023431728	0.55731106	0.9368465	0.038143963	0.55731106	0.9368465	0.038143963
91	596.28827	964.16016	2732.884	-880.8471	600.0	103.411606	107.15467	315.5586	-104.40351	2208000	2.483527e-09	10953.8955	-0.032639157	-2807.306	0.5817829	0.015212751	0.20066667	48.0	3601.1931142807007	0.125	0.375	0.100227244	0.18077113	0.0059528723	0.5458911	0.94964826	0.04252266	0.5458911	0.94964826	0.04252266
92	982.09686	934.9234	2697.6135	-815.1495	600.0	137.34676	128.05162	397.7928	-72.4375	2232000	4.967054e-09	15034.032	-0.032669928	-3153.5916	0.57848924	0.01513654	0.21708333	51.0	3642.1313140392303	0.45833334	0.45833334	0.09406853	0.17873493	0.0094565805	0.389928	0.9821508	0.0031806778	0.389928	0.9821508	0.0031806778
93	589.45654	854.47705	2371.8113	-785.12274	600.0	112.81221	109.73193	346.95236	-42.220695	2256000	-2.483527e-09	12778.383	-0.030806804	-1583.3467	0.5708194	0.015081935	0.209125	43.0	3685.089273929596	0.20833333	0.20833333	0.09383851	0.18073781	0.016510382	0.57378733	0.976426	0.03959693	0.57378733	0.976426	0.03959693
94	882.3211	983.8222	2200.935	-1261.3978	600.0	158.12123	119.62327	342.99786	-64.199844	2280000	-7.450581e-09	10497.157	-0.03151354	-1730.6547	0.56620747	0.015000257	0.19966668	47.0	3732.874760389328	0.20833333	0.5	0.1125802	0.18084855	0.017820528	0.4175917	0.92589086	0.0030352385	0.4175917	0.92589086	0.0030352385
95	517.2085	860.9894	2292.6228	-1123.2622	600.0	110.18687	125.23222	329.0246	-107.63517	2304000	1.2417634e-08	11547.403	-0.030398324	-1820.8612	0.56519556	0.015036672	0.22516666	36.0	3777.335114002228	0.083333336	0.20833333	0.10683763	0.18025272	0.034742083	0.5839891	0.9663913	0.004390229	0.5839891	0.9663913	0.004390229
96	1507.892	948.1141	2913.8762	-265.87982	600.0	149.40604	125.37398	332.88303	-121.27505	2328000	1.2417634e-08	11357.772	-0.02873039	-2091.674	0.56099075	0.015019886	0.19562499	32.0	3818.401202917099	0.5416667	0.6666667	0.08215179	0.18073505	0.017232753	0.32968864	0.96636724	0.05494425	0.32968864	0.96636724	0.05494425
97	792.9559	944.8046	2828.2122	-380.74405	600.0	121.0804	121.764404	355.5813	-73.31316	2352000	1.6142925e-08	11332.218	-0.027825907	-1263.5795	0.55874914	0.01501624	0.19808334	33.0	3861.002755880356	0.41666666	0.33333334	0.096838474	0.17686953	0.03391056	0.53982705	0.9835189	0.103187144	0.53982705	0.9835189	0.103187144
98	876.02924	760.57623	2623.616	-631.7545	600.0	150.77254	126.68771	385.81195	-83.216194	2376000	-6.208817e-09	16296.6455	-0.030079113	-3710.1016	0.55586165	0.015344221	0.21208334	40.0	3902.73362660408	0.33333334	0.375	0.07996618	0.16861083	0.020161154	0.5200859	0.9767465	0.030454772	0.5200859	0.9767465	0.030454772
99	1160.9268	900.2423	2648.8972	-521.32544	600.0	156.35725	126.550316	362.65015	-93.1312	2400000	-1.4901161e-08	16386.814	-0.030304424	-3490.0027	0.5513944	0.015263583	0.19699998	39.0	3946.8621003627777	0.29166666	0.625	0.10236714	0.18077914	0.007006807	0.37912205	0.9453205	0.00043705694	0.37912205	0.9453205	0.00043705694
100	726.41626	787.47943	2322.0232	-870.13544	600.0	121.48197	107.086174	354.6598	-206.68553	2424000	-2.483527e-09	12099.579	-0.038019024	-3077.6387	0.5509753	0.01484187	0.22179167	79.0	3990.4836280345917	0.29166666	0.41666666	0.1002028	0.17298509	0.031079108	0.42939344	0.9215548	0.026545059	0.42939344	0.9215548	0.026545059
101	1163.6755	820.34766	2425.1814	-43.83	600.0	140.45605	106.75275	328.78003	-94.14841	2448000	-1.4901161e-08	11232.718	-0.026512668	-2189.2625	0.54726785	0.015007795	0.17658333	27.0	4029.9603700637817	0.25	0.625	0.09538587	0.15800841	0.03275256	0.41617164	0.9535777	9.8768534e-05	0.41617164	0.9535777	9.8768534e-05
102	1176.8973	763.694	2305.6604	-294.76898	600.0	160.62213	105.28367	349.48166	-65.611984	2472000	-2.483527e-09	15944.083	-0.014206809	-1824.6263	0.54558027	0.015114072	0.18725	11.0	4073.420772075653	0.375	0.5833333	0.0945285	0.16144103	0.026013115	0.36164212	0.9989005	5.5775312e-05	0.36164212	0.9989005	5.5775312e-05
103	1164.2731	910.8797	2713.4001	-784.96747	600.0	159.14714	98.964455	361.72748	-93.37008	2496000	2.483527e-09	14763.7705	-0.031174904	-2342.4695	0.5446272	0.015000549	0.18641667	45.0	4115.9456124305725	0.29166666	0.45833334	0.07140576	0.1681991	0.016546214	0.48647702	0.92725515	0.0036598137	0.48647702	0.92725515	0.0036598137
104	916.149	925.5432	2670.37	-663.6288	600.0	158.07146	102.213936	384.01114	-107.13431	2520000	2.483527e-09	14532.472	-0.032367606	-2290.8694	0.54352266	0.015013474	0.198	52.0	4156.342010736465	0.25	0.5	0.104237296	0.17587079	0.031042323	0.4494507	0.9806897	0.005132027	0.4494507	0.9806897	0.005132027
105	1111.728	901.1148	2457.9333	-613.432	600.0	162.11032	115.051926	390.04007	-111.57351	2544000	1.2417635e-09	13141.917	-0.031560805	-1762.5953	0.5405076	0.01521479	0.21204166	42.0	4196.975211143494	0.45833334	0.5416667	0.07803831	0.17197977	0.016475096	0.38414988	0.9231616	0.088818245	0.38414988	0.9231616	0.088818245
106	890.9299	868.7127	2281.7266	-906.8942	600.0	149.24612	127.72137	361.83997	-91.10509	2568000	-8.692344e-09	12406.509	-0.027962899	-1373.5723	0.5349946	0.015192438	0.20183332	32.0	4241.283926010132	0.33333334	0.45833334	0.08104912	0.16728324	0.021017913	0.51339793	0.9935569	0.03879398	0.51339793	0.9935569	0.03879398
107	1377.249	949.3441	2550.091	-1249.2803	600.0	182.26237	112.04759	365.16312	-99.45085	2592000	9.934108e-09	10906.073	-0.03398287	-1481.2926	0.5279993	0.015002166	0.20945834	43.0	4284.181421995163	0.375	0.6666667	0.07811227	0.16487284	0.004992677	0.36954582	0.9402283	0.03006807	0.36954582	0.9402283	0.03006807
108	1179.7976	771.2258	2735.5679	-45.837193	600.0	152.2008	121.86901	389.61612	-77.215576	2616000	2.1109978e-08	12005.538	-0.024592465	-2695.6238	0.52173257	0.015035667	0.17975001	24.0	4330.505388021469	0.16666667	0.5	0.08661157	0.16529785	0.013401128	0.5019544	0.9924292	0.04035576	0.5019544	0.9924292	0.04035576
109	788.3491	874.8714	2438.39	-17.015593	600.0	140.10402	113.75598	383.89142	-138.10728	2640000	-4.967054e-09	13480.519	-0.029722854	-3712.8904	0.5187347	0.015233892	0.20875	30.0	4372.393426895142	0.25	0.375	0.075182706	0.14589615	0.02868066	0.5811168	0.96106756	0.0071625765	0.5811168	0.96106756	0.0071625765
110	909.0913	911.0123	2310.5393	-529.838	600.0	148.0875	124.90288	402.49127	-85.32436	2664000	1.6142925e-08	9494.957	-0.027423037	-1439.4281	0.5107459	0.0151301995	0.18287499	32.0	4415.743495464325	0.375	0.33333334	0.09134805	0.16064157	0.016748333	0.5402504	0.9840155	0.088934295	0.5402504	0.9840155	0.088934295
111	993.4341	1070.7545	2883.8591	-1174.6007	600.0	172.92798	124.26963	406.1128	-88.5258	2688000	-1.7384687e-08	14456.095	-0.024104826	-2215.8855	0.5096631	0.015228895	0.184875	28.0	4458.311341047287	0.33333334	0.625	0.10314506	0.1807293	0.031450137	0.36024058	0.997788	0.0024639536	0.36024058	0.997788	0.0024639536
112	977.94684	1018.20624	2372.6863	-1029.6436	600.0	124.09504	129.13551	347.23575	-165.64725	2712000	4.967054e-09	11704.1875	-0.032844067	-2040.83	0.509783	0.015217436	0.20920832	49.0	4504.761336326599	0.29166666	0.5	0.08526543	0.18059069	0.03279864	0.42521358	0.9899139	0.005399329	0.42521358	0.9899139	0.005399329
113	1044.7479	982.511	2488.6943	-622.1191	600.0	147.81091	118.75029	345.03717	-182.8498	2736000	8.692344e-09	20685.9	-0.03236686	-3200.6062	0.50750583	0.015052284	0.20704167	51.0	4549.563871145248	0.375	0.41666666	0.088383734	0.18070239	0.014638807	0.53142184	0.999408	0.05068752	0.53142184	0.999408	0.05068752
114	622.0771	1057.8268	2611.2275	-2109.2656	600.0	146.1195	105.24054	365.49704	-108.65655	2760000	9.934108e-09	18963.527	-0.031855125	-7361.2065	0.5091408	0.015050545	0.198875	36.0	4597.707981824875	0.29166666	0.375	0.09455792	0.18079618	0.025606066	0.49827385	0.9957511	0.027423304	0.49827385	0.9957511	0.027423304
115	1036.3229	785.78284	2276.9402	-452.7044	600.0	118.19192	121.4587	353.11194	-236.8814	2784000	0.0	13765.157	-0.033155654	-2716.1162	0.50876796	0.015092929	0.200875	52.0	4637.156870603561	0.41666666	0.41666666	0.08778455	0.16130638	0.013319917	0.41000107	0.90607136	0.1421422	0.41000107	0.90607136	0.1421422
116	854.92865	971.8965	2891.509	-886.1914	600.0	123.597466	122.7002	354.03152	-205.97438	2808000	1.2417634e-08	12926.925	-0.035168197	-2340.969	0.51022315	0.015095075	0.21891667	63.0	4686.867191076279	0.25	0.41666666	0.08968898	0.16121197	0.012449773	0.51373696	0.99820864	0.0033899406	0.51373696	0.99820864	0.0033899406
117	1013.1995	944.2232	2755.8816	-624.55206	600.0	142.09396	114.35597	331.45935	-140.37866	2832000	-1.2417635e-09	16697.473	-0.030576065	-2433.1448	0.5050531	0.015065762	0.20016666	36.0	4727.637065887451	0.375	0.45833334	0.07514504	0.17975812	0.010553954	0.4723061	0.9599041	0.035651326	0.4723061	0.9599041	0.035651326
118	1292.7677	802.1836	2562.367	-90.50177	600.0	171.40323	118.35065	359.76074	-112.489586	2856000	-1.2417634e-08	15842.058	-0.030690402	-2769.416	0.5005473	0.015157755	0.19862501	42.0	4770.412674665451	0.5	0.6666667	0.07573112	0.18083915	0.00957349	0.356207	0.9133185	0.013197517	0.356207	0.9133185	0.013197517
119	997.18976	900.74176	2510.9597	-825.97424	600.0	164.59285	97.997955	338.50983	-123.49518	2880000	4.967054e-09	16686.115	-0.032773566	-3802.4158	0.4978213	0.015046834	0.21512501	62.0	4813.524887084961	0.41666666	0.41666666	0.07832865	0.16910806	0.008000945	0.429453	0.9061682	0.021465272	0.429453	0.9061682	0.021465272
120	1027.0027	807.7352	2645.8313	-107.59505	600.0	161.45203	132.43237	375.8458	-144.4635	2904000	2.483527e-09	15405.102	-0.027220286	-3395.3113	0.49564528	0.015196553	0.20170833	30.0	4854.916256189346	0.20833333	0.5833333	0.09242034	0.1654652	0.0037565734	0.39622238	0.9226043	0.01814804	0.39622238	0.9226043	0.01814804
121	861.779	907.812	2784.9368	-803.063	600.0	139.79524	103.30935	324.62045	-129.45947	2928000	0.0	15901.737	-0.0318995	-2351.8848	0.49296507	0.015070262	0.20079167	41.0	4902.9093289375305	0.25	0.41666666	0.09873546	0.16944133	0.016105654	0.4601682	0.95877624	0.016898582	0.4601682	0.95877624	0.016898582
122	628.3922	809.69525	2437.4631	-810.755	600.0	116.268555	114.02335	359.85925	-126.700745	2952000	4.967054e-09	13145.3125	-0.03079469	-2451.7258	0.4910101	0.015121478	0.20770834	35.0	4953.908234119415	0.20833333	0.33333334	0.100628555	0.18123578	0.02394647	0.54967874	0.9908054	0.013677239	0.54967874	0.9908054	0.013677239
123	778.46655	1076.1074	2709.618	-1268.7429	600.0	116.02578	113.68531	348.2679	-111.9659	2976000	-2.483527e-09	25962.545	-0.03484492	-3701.5596	0.48822007	0.014967989	0.23704167	79.0	4998.722307682037	0.33333334	0.45833334	0.08016184	0.15841845	0.0044377455	0.5126741	0.98715055	0.024071962	0.5126741	0.98715055	0.024071962
124	1169.0762	913.31335	2955.6223	-95.025085	600.0	140.16042	122.99403	431.4508	-202.15538	3000000	2.2351742e-08	11685.583	-0.030326111	-2518.6257	0.48413265	0.015104435	0.18670833	36.0	5041.737287282944	0.29166666	0.5	0.085558526	0.15385434	0.022871451	0.40749446	0.9759009	0.010404227	0.40749446	0.9759009	0.010404227
125	1172.8274	816.2593	2338.4849	-593.42236	600.0	146.0098	121.480865	368.14108	-130.40031	3024000	1.4901161e-08	14955.692	-0.02560619	-2207.57	0.48300028	0.015023422	0.1865	23.0	5084.515200376511	0.41666666	0.45833334	0.09057052	0.1805986	0.030924592	0.4427785	0.96540654	0.008326192	0.4427785	0.96540654	0.008326192
126	953.8779	1045.9446	2454.4575	-1802.0264	600.0	163.68063	123.977165	363.53632	-133.67822	3048000	7.450581e-09	17185.809	-0.023998125	-3483.1816	0.4795203	0.015500569	0.188625	25.0	5126.062581062317	0.25	0.5833333	0.08919544	0.1807928	0.021036226	0.42780685	0.898496	0.07099613	0.42780685	0.898496	0.07099613
127	829.49445	1045.1116	2651.8503	-609.4783	600.0	125.50019	136.16046	376.32626	-124.98384	3072000	7.450581e-09	18000.068	-0.025461396	-3811.4873	0.47816667	0.015373019	0.19199999	24.0	5165.704197883606	0.33333334	0.45833334	0.08912504	0.18095155	0.019262813	0.46290708	0.99139005	0.044996057	0.46290708	0.99139005	0.044996057
128	1122.8573	961.2934	2611.939	-921.94336	600.0	138.59074	115.56993	344.91635	-208.73303	3096000	-4.967054e-09	24246.727	-0.029469809	-4910.6685	0.47412953	0.015145118	0.20466667	31.0	5208.5757603645325	0.41666666	0.45833334	0.08085089	0.17977862	0.018138887	0.42952633	0.80797046	0.019640982	0.42952633	0.80797046	0.019640982
129	703.3806	977.6967	2318.962	-1855.7081	600.0	133.82129	110.65977	372.15057	-148.55986	3120000	-8.692344e-09	20705.23	-0.033237513	-4162.982	0.46949396	0.015151314	0.22095834	51.0	5248.460600376129	0.25	0.29166666	0.08405284	0.17888921	0.0012708704	0.53932744	0.9949104	0.069169	0.53932744	0.9949104	0.069169
130	1045.4288	912.0978	2397.7317	-628.4939	600.0	137.1849	121.617805	355.60754	-214.7135	3144000	7.761021e-09	11580.909	-0.02425895	-2739.9453	0.46540627	0.01500053	0.18141668	21.0	5290.970607757568	0.29166666	0.5416667	0.081708565	0.18056153	0.0056595653	0.45127818	0.9900603	0.038266003	0.45127818	0.9900603	0.038266003
131	842.63556	979.57275	2432.4614	-952.0811	600.0	133.95392	119.73007	365.4502	-132.61496	3168000	-2.483527e-09	14523.695	-0.032590687	-1585.6752	0.46348158	0.015002801	0.22479166	47.0	5330.30005979538	0.20833333	0.375	0.09634898	0.18052594	0.023348032	0.5179463	0.97459096	0.019907087	0.5179463	0.97459096	0.019907087
132	913.5098	971.59717	2679.9724	-966.52246	600.0	131.7263	114.84658	360.3465	-146.99384	3192000	-1.8626451e-08	17834.498	-0.024804479	-3042.4758	0.45991954	0.015526828	0.19374998	24.0	5372.415512084961	0.20833333	0.375	0.08137456	0.18062924	0.006388006	0.5182167	0.9830389	0.00026985782	0.5182167	0.9830389	0.00026985782
133	997.66425	905.94244	3068.9783	-765.56726	600.0	148.8665	122.99897	404.82193	-134.51332	3216000	2.483527e-09	16293.739	-0.02917634	-2503.715	0.45803156	0.0151815815	0.20141667	29.0	5416.215487480164	0.29166666	0.41666666	0.08765798	0.16763468	0.0084599415	0.43607247	0.99393004	0.006259763	0.43607247	0.99393004	0.006259763
134	1321.771	754.86707	2418.4255	-12.276395	600.0	175.61559	123.33039	426.94925	-109.64648	3240000	-1.8626451e-08	11303.776	-0.024250543	-2086.3477	0.4531058	0.015182699	0.181	20.0	5456.986092567444	0.41666666	0.625	0.08212688	0.18007292	0.019223418	0.36312318	0.9674018	0.008309456	0.36312318	0.9674018	0.008309456
135	993.916	977.645	2550.1292	-896.2863	600.0	165.52165	115.64374	388.59125	-152.6277	3264000	-4.967054e-09	17768.172	-0.026059695	-3921.9463	0.45452583	0.015143431	0.18691666	25.0	5497.752414226532	0.375	0.5	0.07911298	0.17144927	0.010288178	0.39287123	0.85010654	0.042095926	0.39287123	0.85010654	0.042095926
136	994.7038	1065.377	2464.5928	-1709.0114	600.0	150.10065	100.41592	379.95285	-117.01555	3288000	-7.450581e-09	18018.385	-0.030294018	-5389.756	0.45457754	0.01517688	0.20533334	32.0	5538.541122913361	0.375	0.5833333	0.089532435	0.17391872	0.008381331	0.39506355	0.92805403	0.017931629	0.39506355	0.92805403	0.017931629
137	497.94763	962.4038	2249.804	-1459.1665	600.0	132.75307	128.60579	378.66568	-173.33105	3312000	-2.483527e-09	18409.887	-0.028781855	-4473.4272	0.45502964	0.015439044	0.20416667	29.0	5584.100712060928	0.083333336	0.29166666	0.10394765	0.18069716	0.021551134	0.5670689	0.9731357	0.0046229	0.5670689	0.9731357	0.0046229
138	1158.2899	866.01776	2461.9158	-725.4878	600.0	118.35462	118.65879	349.77698	-127.1133	3336000	-2.483527e-09	14043.112	-0.03688549	-2545.207	0.45055985	0.01521346	0.22770834	61.0	5626.197234392166	0.29166666	0.5	0.09220775	0.18090084	0.00796098	0.42201766	0.9680514	0.016627667	0.42201766	0.9680514	0.016627667
139	981.9776	1044.5675	2689.5732	-1085.5942	600.0	165.64806	113.742935	378.83453	-154.77655	3360000	7.450581e-09	18816.514	-0.027149253	-2084.8328	0.44347534	0.015018552	0.204	26.0	5669.122896432877	0.33333334	0.5	0.09806696	0.18074019	0.016332122	0.44785056	0.9920635	0.026399253	0.44785056	0.9920635	0.026399253
140	746.45825	774.2607	2434.984	-541.6377	600.0	134.45517	108.78612	391.1587	-132.73445	3384000	-4.967054e-09	16228.266	-0.023859076	-2388.4463	0.44126573	0.015306406	0.19254166	21.0	5712.137842655182	0.20833333	0.375	0.088232435	0.18061377	0.003243818	0.5053045	0.9906321	0.1418932	0.5053045	0.9906321	0.1418932
141	863.1556	976.7731	2667.053	-942.7753	600.0	144.81425	111.8594	409.89267	-114.17881	3408000	-1.2417635e-09	15674.73	-0.029925333	-2490.9617	0.4387897	0.015188386	0.197625	33.0	5753.454265594482	0.33333334	0.45833334	0.09157395	0.18108402	0.01669761	0.43233714	0.99250937	0.010465489	0.43233714	0.99250937	0.010465489
142	1026.9786	847.19525	2454.5935	-92.04342	600.0	155.93184	114.705795	403.44785	-151.71518	3432000	-6.208817e-09	12943.321	-0.03500249	-1575.2406	0.43460807	0.015122231	0.21666665	47.0	5796.158706903458	0.41666666	0.45833334	0.08612803	0.17026137	0.01894475	0.4203001	0.9300488	0.0073163714	0.4203001	0.9300488	0.0073163714
143	1154.2958	852.28156	2551.3079	-61.637215	600.0	132.66423	116.58471	427.04074	-107.43894	3456000	-2.483527e-09	11893.388	-0.029742412	-2544.8584	0.4304999	0.015074623	0.19916666	32.0	5848.689129590988	0.5	0.41666666	0.06423936	0.17110933	0.008510341	0.52468246	0.9856891	0.04785831	0.52468246	0.9856891	0.04785831
144	1071.7269	842.33887	2408.1062	-1377.1052	600.0	189.32329	115.36187	440.43744	-59.885315	3480000	-7.450581e-09	19189.748	-0.020749157	-3612.0798	0.4280486	0.015484135	0.18804169	17.0	5890.2503526210785	0.29166666	0.33333334	0.084630854	0.17487215	0.008284012	0.47720346	0.9337368	0.005093933	0.47720346	0.9337368	0.005093933
